,npi,nppes_provider_last_org_name,nppes_provider_first_name,nppes_provider_mi,nppes_provider_state,Full_Name
56321,1063477834,KOTULA,RUDOLF,J,NE,Rudolf Kotula
56687,1063485290,WEST,JOHN,,NE,John West
56791,1063487379,HEAD,GEORGE,G,NE,George Head
56836,1063488211,SCHRODER,RICHARD,D,NE,Richard Schroder
56996,1063491231,KEEL,AMANDA,E,NE,Amanda Keel
57005,1063491413,POTTER,ANN,E,NE,Ann Potter
57010,1063491512,HUNZIKER,JOHN,C,NE,John Hunziker
57272,1063496420,RAPP,MICHAEL,F,NE,Michael Rapp
57626,1063504629,SKILES,MARY,L,NE,Mary Skiles
58160,1063521094,ANDERSON,KRISTEN,J,NE,Kristen Anderson
58217,1063522266,KENIK,JAY,G,NE,Jay Kenik
58702,1063548139,SULLIVAN,MICHAEL,D,NE,Michael Sullivan
58793,1063554137,MAACK,MARJORIE,B,NE,Marjorie Maack
58916,1063562056,CRONICAN,PATRICK,,NE,Patrick Cronican
59034,1063568756,NESVAN,GERALDINE,A,NE,Geraldine Nesvan
59073,1063570620,MARIE-NORTHRUP,RUBY,,NE,Ruby Marie-Northrup
59101,1063572055,CYR,JENNIFER,H,NE,Jennifer Cyr
59223,1063579241,EITEN,LEISHA,R,NE,Leisha Eiten
59278,1063581585,SCHLAUTMAN,MARY,,NE,Mary Schlautman
59646,1063595635,HOSMAN,STEPHEN,L,NE,Stephen Hosman
59746,1063599447,JAPP,THEODORE,L,NE,Theodore Japp
59925,1063610533,DRAKULICH,DESINEE,A,NE,Desinee Drakulich
59950,1063611671,SAPKOTA,NABIN,,NE,Nabin Sapkota
59964,1063612463,SALADO,WENDY,J,NE,Wendy Salado
60072,1063618106,DEPEW,ZACHARY,S,NE,Zachary Depew
60113,1063620961,HARPER,CHARLES,,NE,Charles Harper
60173,1063624328,COMMUNITY PHARM SVS INC,,,NE, Community Pharm Svs Inc
60886,1063677086,RICHARDS,SARAH,E,NE,Sarah Richards
60953,1063681815,ANDERSEN,ANGELA,,NE,Angela Andersen
60955,1063682045,WALGREEN CO,,,NE, Walgreen Co
61132,1063694396,TIERNEY,GINALEE,F,NE,Ginalee Tierney
61225,1063702769,SLATER,ZACHARY,S,NE,Zachary Slater
61315,1063716603,GRAHAM,LISA,C,NE,Lisa Graham
61329,1063719144,BOWLIN,JOHN,W,NE,John Bowlin
61365,1063723955,KRIENERT,KELSI,B,NE,Kelsi Krienert
61439,1063733988,LAUTERBACH,SETH,,NE,Seth Lauterbach
61797,1073501060,COTTON,THOMAS,B,NE,Thomas Cotton
61990,1073504726,BANCROFT,CALVIN,K,NE,Calvin Bancroft
62212,1073508750,BARKSDALE,BYRON,L,NE,Byron Barksdale
62525,1073514378,HINRICHS,CATHERINE,A,NE,Catherine Hinrichs
62691,1073517405,HAPKE,MARC,R,NE,Marc Hapke
62851,1073520011,JOHNSON,MARK,E,NE,Mark Johnson
63052,1073525838,DIETZE,PAUL,J,NE,Paul Dietze
63071,1073526398,CITY OF BAYARD,,,NE, City Of Bayard
63134,1073528014,WALGREEN CO,,,NE, Walgreen Co
63172,1073528410,JOHNG,YONGSIK,C,NE,Yongsik Johng
63633,1073539987,TESSENDORF,ROSS,M,NE,Ross Tessendorf
63788,1073543278,HAO,ZIJUN,,NE,Zijun Hao
63831,1073544235,DAMATO,THOMAS,A,NE,Thomas Damato
64161,1073551727,AROUNI,MARTHA,,NE,Martha Arouni
64490,1073558268,PEDERSEN,ERIK,A,NE,Erik Pedersen
64523,1073559035,HASTINGS LASER & EYE SURGERY CENTER LLC,,,NE, Hastings Laser & Eye Surgery Center Llc
64531,1073559183,MAHONEY,PATRICK,D,NE,Patrick Mahoney
64761,1073563953,SASSON,AARON,R,NE,Aaron Sasson
64795,1073564779,CHUPP,ERNEST,W,NE,Ernest Chupp
64854,1073566105,SUNDELL,ROBERT,R,NE,Robert Sundell
64885,1073566816,MANAHAN,CELIA,R,NE,Celia Manahan
65047,1073570743,ANDERSON,JOSEPH,C,NE,Joseph Anderson
65097,1073571741,KOSTER,NANCY,,NE,Nancy Koster
65320,1073576229,REICHMUTH,KEVIN,J,NE,Kevin Reichmuth
65428,1073578282,LIEBENTRITT,NICHOLAS,N,NE,Nicholas Liebentritt
65460,1073579090,ARMITAGE,JAMES,O,NE,James Armitage
65467,1073579207,MLECZKO,KRIS,L,NE,Kris Mleczko
66019,1073590352,MEYER,WILLIAM,C,NE,William Meyer
66528,1073599890,KING,JEREMY,C,NE,Jeremy King
66698,1073605861,VOCELKA,STACY,L,NE,Stacy Vocelka
66854,1073611638,SELLON,DANIEL,J,NE,Daniel Sellon
66992,1073615209,HOBERMAN,CLAYTON,J,NE,Clayton Hoberman
67153,1073619458,MANHART,CAROLYN,M,NE,Carolyn Manhart
67193,1073620712,FELONEY,MICHAEL,P,NE,Michael Feloney
67405,1073627352,PAPE,JEFFREY,W,NE,Jeffrey Pape
68086,1073672838,NAIR,NIGAR,S,NE,Nigar Nair
68196,1073678488,STEPHAN,JASON,,NE,Jason Stephan
68272,1073682993,PETERSON,LISA,M,NE,Lisa Peterson
68431,1073690236,NICKELL,JON,B,NE,Jon Nickell
68557,1073695037,FRIESEN,CLAYTON,J,NE,Clayton Friesen
68595,1073696621,MILLER,GREGORY,,NE,Gregory Miller
68656,1073699203,UNVERFERTH,VIRGINIA,,NE,Virginia Unverferth
68820,1073707949,ADAMS,C,R,NE,C Adams
68914,1073713517,LACEY,MINDY,J,NE,Mindy Lacey
69154,1073728903,LAHOLT,MORGAN,T,NE,Morgan Laholt
69770,1073777918,KROENKE,JACQUELYN,M,NE,Jacquelyn Kroenke
69911,1073790150,COLLIN,LUCAS,J,NE,Lucas Collin
69956,1073793709,BURR,SHANE,J,NE,Shane Burr
70115,1073812178,JOHNSON RESCUE SQUAD INC,,,NE, Johnson Rescue Squad Inc
70498,1073884235,YORK,KATHLEEN,N,NE,Kathleen York
70508,1073885323,HILGER,MONICA,A,NE,Monica Hilger
70554,1073893418,NEBRASKA CVS PHARMACY LLC,,,NE, Nebraska Cvs Pharmacy Llc
70559,1073894408,DARRAH,LAUREN,A,NE,Lauren Darrah
70581,1073897484,GUSSE,RACHEL,A,NE,Rachel Gusse
70648,1083600944,SKIBA,GRZEGORZ,,NE,Grzegorz Skiba
71221,1083611958,PTACEK,MARK,J,NE,Mark Ptacek
71465,1083616502,JAMESON,DAVID,B,NE,David Jameson
71547,1083618482,HAMILTON COUNTY,,,NE, Hamilton County
71753,1083622450,PLACHY,LEWIS,W,NE,Lewis Plachy
71795,1083623706,EFSTRATIOU,PANAYOTIS-ALAIN,,NE,Panayotis-Alain Efstratiou
71832,1083624720,KNUDSEN,ROBBI,E,NE,Robbi Knudsen
71975,1083629026,WALGREEN CO,,,NE, Walgreen Co
71976,1083629034,WALGREEN CO,,,NE, Walgreen Co
72010,1083629430,FOWLER,JENIFER,E,NE,Jenifer Fowler
72171,1083634174,BOYER,PRISCILLA,,NE,Priscilla Boyer
72297,1083637409,CHELOHA,MICHELLE,,NE,Michelle Cheloha
72438,1083640544,WEAVER,LINDA,K,NE,Linda Weaver
72879,1083650790,CHRISTIE,CHARLES,D,NE,Charles Christie
72886,1083650964,HY VEE INC,,,NE, Hy Vee Inc
73105,1083655435,DILLON COMPANIES INC,,,NE, Dillon Companies Inc
73158,1083656680,WEST,SUSAN,I,NE,Susan West
73373,1083661649,SOBOTA,KRISTI,D,NE,Kristi Sobota
73418,1083662506,EDNEY,JAMES,A,NE,James Edney
73436,1083662860,HEALEY,KATHLEEN,M,NE,Kathleen Healey
73475,1083663751,HEISER,DAVID,P,NE,David Heiser
73490,1083664007,ROCHLING,FEDJA,A,NE,Fedja Rochling
73682,1083667992,JENKINS,JEFFREY,J,NE,Jeffrey Jenkins
73917,1083672869,CAMPBELL,JAMES,R,NE,James Campbell
74113,1083676860,CITY OF RAVENNA,,,NE, City Of Ravenna
74187,1083678551,BECKER,LOIS,J,NE,Lois Becker
74625,1083687396,SHUFF,CHAD,A,NE,Chad Shuff
74749,1083689996,MCGINN,THOMAS,R,NE,Thomas Mcginn
74776,1083690473,HARRAHILL,DANIEL,P,NE,Daniel Harrahill
74872,1083692172,MORGAN,MARK,E,NE,Mark Morgan
74925,1083693287,SANTAMARIA,PAMELA,,NE,Pamela Santamaria
75208,1083698518,TYSER,MICHELLE,,NE,Michelle Tyser
75356,1083702864,ALLEN,APRIL,M,NE,April Allen
75409,1083704704,SHEPHERD,TENYCIA,,NE,Tenycia Shepherd
75441,1083705990,COBLER,THOMAS,G,NE,Thomas Cobler
75645,1083712376,HEAD,CHRISTINE,J,NE,Christine Head
75706,1083713994,FORSMAN,RICHARD,O,NE,Richard Forsman
75797,1083717128,BEHRENS,CORRINE,,NE,Corrine Behrens
75799,1083717201,DANKOF,MARY,,NE,Mary Dankof
75984,1083722508,FOUTCH,SHELLEY,K,NE,Shelley Foutch
76099,1083725386,ROUNSBORG,TERRY,L,NE,Terry Rounsborg
76105,1083725642,RENDELL,MARC,S,NE,Marc Rendell
76231,1083729974,DUNLAY,ROBERT,W,NE,Robert Dunlay
76540,1083753693,BATTERMAN,MICHELLE,L,NE,Michelle Batterman
76698,1083764088,STOEWE,JUDITH,,NE,Judith Stoewe
76735,1083766539,SOLE,SCOTT,A,NE,Scott Sole
77166,1083787881,MAGNUSON,JUDY,C,NE,Judy Magnuson
77189,1083788483,KLINE,ANGELA,M,NE,Angela Kline
77247,1083791560,FALLICK,JOHN,S,NE,John Fallick
77384,1083797005,VOGT PHARMACIES INC,,,NE, Vogt Pharmacies Inc
77405,1083798250,BLUM,DAVID,J,NE,David Blum
77422,1083798870,SOKOLOWSKI,DAVID,A,NE,David Sokolowski
77425,1083798912,CITY OF OMAHA,,,NE, City Of Omaha
77570,1083807952,BERAN,MARGARET,M,NE,Margaret Beran
77629,1083811400,BAKER,COLLEEN,D,NE,Colleen Baker
77650,1083812051,BAIRD,CARL,D,NE,Carl Baird
77850,1083825103,VILLAGE OF FAIRMONT,,,NE, Village Of Fairmont
78003,1083837645,AROND-THOMAS,JAMES,A,NE,James Arond-Thomas
78173,1083854699,PAN,DAVID,,NE,David Pan
78313,1083867170,KOTHARI,VISHAL,M,NE,Vishal Kothari
78316,1083867774,VILLAGE OF BERTRAND,,,NE, Village Of Bertrand
78770,1083901219,BENNER,ALEX,J,NE,Alex Benner
78831,1083910582,JESSEN,JULIE,L,NE,Julie Jessen
78875,1083917256,SOMMER,LEA,M,NE,Lea Sommer
78917,1083923270,STIENIKE,KRISTINE,M,NE,Kristine Stienike
78921,1083924088,CONSBRUCK,JENNIFER,M,NE,Jennifer Consbruck
79084,1083946149,METHODIST ENDOSCOPY CENTER LLC,,,NE, Methodist Endoscopy Center Llc
79111,1083949507,WYANT,TYLER,J,NE,Tyler Wyant
79159,1083973879,LAMBDIN,SZUHUA,,NE,Szuhua Lambdin
79166,1083977995,MAYBIT-PASKER,LUIS,,NE,Luis Maybit-Pasker
79207,1083987804,JORGENSEN,AMY,L,NE,Amy Jorgensen
79245,1083992341,SCOTT,ANN,M,NE,Ann Scott
79305,1093002255,SWERCZEK,AMY,L,NE,Amy Swerczek
79427,1093018517,HAYS,KATIE,,NE,Katie Hays
79499,1093028805,PIPER,ATHENA,C,NE,Athena Piper
79520,1093031874,UHLIR,BRIAN,,NE,Brian Uhlir
79604,1093042392,WESELY,KARIE,M,NE,Karie Wesely
79616,1093043655,CUMRO,JEFFREY,L,NE,Jeffrey Cumro
79659,1093047441,YOUNG,AUSTIN,V,NE,Austin Young
80035,1093703027,MEYER,TIM,M,NE,Tim Meyer
80279,1093707754,KOBAYASHI,ROGER,H,NE,Roger Kobayashi
80911,1093719429,FRICHOT,BERT,C,NE,Bert Frichot
80925,1093719650,WYNN,WANDA,L,NE,Wanda Wynn
80935,1093719791,MEZZACAPPA,FRANK,J,NE,Frank Mezzacappa
81051,1093722027,WALGREEN CO,,,NE, Walgreen Co
81052,1093722035,WESTON,BRENT,W,NE,Brent Weston
81130,1093724148,ORWIG,LINDSAY,D,NE,Lindsay Orwig
81177,1093725152,ROEHRS,TROY,D,NE,Troy Roehrs
81211,1093726150,EVANS,RICHARD,M,NE,Richard Evans
81245,1093727414,RADEMACHER,GARY,L,NE,Gary Rademacher
81290,1093729063,DIBELKA,ANDREW,P,NE,Andrew Dibelka
81493,1093734154,KETTELER,ADAM,J,NE,Adam Ketteler
81540,1093735326,SAMBOL,DAVID,H,NE,David Sambol
81555,1093735722,BAKER,THOMAS,M,NE,Thomas Baker
81661,1093738361,HOWE,PETER,E,NE,Peter Howe
82079,1093748212,CITY OF GRAND ISLAND,,,NE, City Of Grand Island
82205,1093751109,ERDMAN,DAWN,R,NE,Dawn Erdman
82282,1093752883,WIK,DANIEL,M,NE,Daniel Wik
82325,1093753832,KENNA,KATHRYN,M,NE,Kathryn Kenna
82390,1093754996,COUNTY OF RED WILLOW,,,NE, County Of Red Willow
82492,1093757015,FRANCIS,CAROL,J,NE,Carol Francis
82530,1093757833,SWANSON,JEFF,J,NE,Jeff Swanson
82621,1093759797,FELBER,MATTHEW,D,NE,Matthew Felber
82677,1093761041,DIX,NICOLE,L,NE,Nicole Dix
82865,1093764896,CUCITI,CHRISTOPHER,S,NE,Christopher Cuciti
82913,1093765794,U-SAVE PHARMACY INC,,,NE, U-Save Pharmacy Inc
82944,1093766362,SHOPKO STORES OPERATING CO LLC,,,NE, Shopko Stores Operating Co Llc
82954,1093766586,MOORE,GERALD,F,NE,Gerald Moore
83144,1093770687,DONOVAN,LIANE,E,NE,Liane Donovan
83227,1093772543,SEMIN,MICHELE,D,NE,Michele Semin
83791,1093784399,CITY OF BRIDGEPORT,,,NE, City Of Bridgeport
83793,1093784506,REBENSDORF,MARGARET,J,NE,Margaret Rebensdorf
84038,1093789554,OLARI,NICHOLAS,G,NE,Nicholas Olari
84092,1093790818,HARTE,KURTIS,J,NE,Kurtis Harte
84093,1093790834,YOUNG,MARK,R,NE,Mark Young
84128,1093791576,WEBER,LEONARD,E,NE,Leonard Weber
84321,1093794935,KHAN,ANSAR,U,NE,Ansar Khan
84487,1093798027,WYSE,GENE,L,NE,Gene Wyse
84505,1093798381,WADDINGTON,TRACY,L,NE,Tracy Waddington
84815,1093807034,BARRY,BART,E,NE,Bart Barry
84819,1093807091,GRUBB,MICHAEL,M,NE,Michael Grubb
84834,1093807547,SCHMIDT,MARJORIE,A,NE,Marjorie Schmidt
85135,1093817009,ROEHRS,TAMMY,G,NE,Tammy Roehrs
85293,1093821589,VAN BLERK,BERT,,NE,Bert Van Blerk
85326,1093822504,DOMINY,RENEE,L,NE,Renee Dominy
85339,1093822751,LOHRBERG,JOHN,R,NE,John Lohrberg
85360,1093823437,ELLIOTT,JENNIFER,R,NE,Jennifer Elliott
85451,1093825929,PERRY,DEBORAH,A,NE,Deborah Perry
85469,1093826497,WALLACE,SUSAN,H,NE,Susan Wallace
85488,1093827123,WILLIAMS,STEVEN,M,NE,Steven Williams
85491,1093827172,WILSON,SCOTT,L,NE,Scott Wilson
85653,1093835852,BOHLEN,SUZANE,L,NE,Suzane Bohlen
85739,1093842387,VANGEN,MARK,D,NE,Mark Vangen
85862,1093852972,ZYWIEC,HEIDI,M,NE,Heidi Zywiec
85868,1093853368,DUFFY,WALTER,J,NE,Walter Duffy
85913,1093856148,CITY OF MCCOOK,,,NE, City Of Mccook
86073,1093865883,WALTS,MICHAEL,,NE,Michael Walts
86270,1093876872,NUNNALLY,CAROL,C,NE,Carol Nunnally
86514,1093887119,SCHILLING-MONTGOMERY,TAMMY,L,NE,Tammy Schilling-Montgomery
86928,1093906034,MORAVEC,MICHAEL,,NE,Michael Moravec
86934,1093906216,SAMINDLA,DEEPTHI,,NE,Deepthi Samindla
87296,1093930133,RIDA,BOSHRA,M,NE,Boshra Rida
87341,1093934598,AVERY,ERIC,J,NE,Eric Avery
87356,1093936429,BAKER,MATHUE,M,NE,Mathue Baker
87372,1093937666,STONUM,THOMAS,K,NE,Thomas Stonum
87419,1093941189,DUMBA,SABINA,D,NE,Sabina Dumba
87610,1093955197,BORGMANN,AMY,L,NE,Amy Borgmann
87687,1093962102,MEYER,JANE,A,NE,Jane Meyer
87807,1093971301,WALGREEN CO,,,NE, Walgreen Co
87848,1093973810,HERVERT,JENNIFER,L,NE,Jennifer Hervert
88051,1093987364,LINEBERRY,OLENA,K,NE,Olena Lineberry
88155,1093995342,MOELLER,JENNIFER,M,NE,Jennifer Moeller
88899,1104046945,MCCLAREN,JOHN,W,NE,John Mcclaren
88987,1104055102,CRUMP,NATALIE,S,NE,Natalie Crump
89041,1104060904,SANDKOVSKY,URIEL,S,NE,Uriel Sandkovsky
89118,1104068436,MCGEE,JEFFREY,D,NE,Jeffrey Mcgee
89323,1104083005,WEMHOFF,SONYA,V,NE,Sonya Wemhoff
89428,1104089069,KROHN,ASHLEY,D,NE,Ashley Krohn
89619,1104106251,MARTINEZ,SIOBHAN,,NE,Siobhan Martinez
89683,1104116813,BUGE,BRIANNE,,NE,Brianne Buge
89710,1104121623,MATROV,KOSTA,N,NE,Kosta Matrov
89732,1104124957,ENGLER,JOEL,E,NE,Joel Engler
89944,1104155191,SIKES,JORDAN,L,NE,Jordan Sikes
89959,1104156678,GARTON,BRIAN,L,NE,Brian Garton
90073,1104197433,HUNKE,JENNIFER,C,NE,Jennifer Hunke
90280,1104803931,MCCULLEN,GEOFFREY,M,NE,Geoffrey Mccullen
90345,1104805241,WICKER,EDWARD,A,NE,Edward Wicker
90508,1104808393,GRIFFEE,ANNE,M,NE,Anne Griffee
90549,1104809060,DILLEY,ROGER,W,NE,Roger Dilley
90611,1104810209,VARILEK,GARY,W,NE,Gary Varilek
90650,1104810795,CROTTY,JOHN,W,NE,John Crotty
90738,1104812270,TUBBS,JOHN,D,NE,John Tubbs
91160,1104820489,LEMKE,LUKE,P,NE,Luke Lemke
91483,1104826155,BRENNAN,MATTHEW,J,NE,Matthew Brennan
91614,1104828326,BUCKLAND,SYDNEY,A,NE,Sydney Buckland
91682,1104829563,SEXTRO,GREGORY,S,NE,Gregory Sextro
91694,1104829787,HERVERT,JAMES,,NE,James Hervert
91818,1104832211,MADSEN,ROGER,K,NE,Roger Madsen
91870,1104833300,STAHLY,MICHELLE,J,NE,Michelle Stahly
92049,1104838101,POTTER,PAUL,E,NE,Paul Potter
92052,1104838259,REISTROFFER,TROY,A,NE,Troy Reistroffer
92159,1104841444,LANCASTER,REBECCA,,NE,Rebecca Lancaster
92299,1104845148,HINZE,MATHIEU,L,NE,Mathieu Hinze
92342,1104846070,LAMBERT,CHRISTOPHER,M,NE,Christopher Lambert
92508,1104850148,JOHNSTON AMBULATORY SURGERY CENTER,,,NE, Johnston Ambulatory Surgery Center
92585,1104851872,MCKENNA,PATRICK,J,NE,Patrick Mckenna
93058,1104862218,COOK,CARTER,N,NE,Carter Cook
93130,1104863737,COOPER,RONALD,A,NE,Ronald Cooper
93271,1104866813,KEOWN,BERNARD,G,NE,Bernard Keown
93607,1104873918,MAHALEK,JAMES,M,NE,James Mahalek
93721,1104876366,MCGARRY,SEAN,V,NE,Sean Mcgarry
93748,1104877018,BOLTE,STEFANIE,L,NE,Stefanie Bolte
94121,1104884782,COHEN,SAMUEL,M,NE,Samuel Cohen
94634,1104895200,SCHUSSLER,ERIC,J,NE,Eric Schussler
94734,1104897305,SAFRANEK,LOUIS,,NE,Louis Safranek
94882,1104900315,WEDERGREN,JUNE,S,NE,June Wedergren
94918,1104901735,DAVENPORT,YVONNE,K,NE,Yvonne Davenport
95018,1104905538,FORGEY,DEAN,R,NE,Dean Forgey
95094,1104908219,MOESSNER,STEPHEN,P,NE,Stephen Moessner
95183,1104911296,LAWLOR,ANDREA,L,NE,Andrea Lawlor
95277,1104914282,BREY,BETH,,NE,Beth Brey
95432,1104919240,WHITE,KATRINA,A,NE,Katrina White
95483,1104920461,FILL,SARA,G,NE,Sara Fill
95824,1104930825,MILDER,JAMES,,NE,James Milder
95828,1104930932,BEWTRA,AGAINDRA,K,NE,Againdra Bewtra
95883,1104932656,GUTHMANN,LANETTE,M,NE,Lanette Guthmann
95884,1104932722,MECKEL,CLYDE,R,NE,Clyde Meckel
95960,1104934744,SCHERLING,MARY,J,NE,Mary Scherling
95970,1104935006,OSBORN,STEVEN,M,NE,Steven Osborn
95973,1104935071,MCLAUGHLIN,BRANDON,L,NE,Brandon Mclaughlin
96070,1104937747,PREHEIM,LAUREL,C,NE,Laurel Preheim
96085,1104938281,ANDERSON,BRUCE,A,NE,Bruce Anderson
96104,1104938786,QUINN,JOAN,E,NE,Joan Quinn
96710,1104982404,"TDCS, LLC",,,NE," Tdcs, Llc"
96981,1104995471,HOWERTER,MARK,S,NE,Mark Howerter
97268,1114006988,TILFORD,JONI,A,NE,Joni Tilford
97292,1114007648,PLYMALE,WILLIAM,J,NE,William Plymale
97324,1114008943,ZYSSET,MONTE,K,NE,Monte Zysset
97397,1114011939,ZAHRA,MOHAMMED,K,NE,Mohammed Zahra
97576,1114018025,ARE,MADHURI,,NE,Madhuri Are
98016,1114030798,VILLAGE OF PENDER,,,NE, Village Of Pender
98039,1114031572,DEROIN,DENNIS,,NE,Dennis Deroin
98086,1114033032,BESSMER,CHRISTIAN,A,NE,Christian Bessmer
98100,1114033750,TOWEY,NANCY,L,NE,Nancy Towey
98164,1114035631,KRAUTH,GREGORY,G,NE,Gregory Krauth
98165,1114035649,DROBNY,EDWARD,P,NE,Edward Drobny
98174,1114035938,CLYNE,DIANNA,M,NE,Dianna Clyne
98236,1114037439,REILLY,JAMES,A,NE,James Reilly
98427,1114051471,SEXSON,TYLER,J,NE,Tyler Sexson
98504,1114057544,RAO,BHASKAR,,NE,Bhaskar Rao
98522,1114059789,HANSEN,BENJAMIN,W,NE,Benjamin Hansen
98552,1114061751,TEICHMEIER,TERRY,W,NE,Terry Teichmeier
99116,1114092996,CZAPLEWSKI,RODNEY,R,NE,Rodney Czaplewski
99499,1114118296,KATZ,EVELYN,Z,NE,Evelyn Katz
99540,1114120730,OKOYE,MERCY,E,NE,Mercy Okoye
99641,1114126463,RAFIQ,NAUREEN,O,NE,Naureen Rafiq
99830,1114140803,MEYER,BRETT,J,NE,Brett Meyer
100169,1114169612,KNIPE,BRYAN,A,NE,Bryan Knipe
100202,1114171998,JURGENS,DARCI,J,NE,Darci Jurgens
100473,1114190162,BIERBAUM,ADAM,J,NE,Adam Bierbaum
100549,1114195526,AGENA,AMY,L,NE,Amy Agena
100810,1114232683,TREWHITT,PAMELA,S,NE,Pamela Trewhitt
100922,1114248069,GAMBLE,MARY KAY,,NE,Mary Kay Gamble
101062,1114285095,SPRAGUE,ERIC,R,NE,Eric Sprague
101163,1114900453,WESTERBUHR,MICHAEL,D,NE,Michael Westerbuhr
101230,1114901642,BARRY,SEAN,G,NE,Sean Barry
101666,1114910023,RIST,KATHRYN,E,NE,Kathryn Rist
102205,1114920543,HASKINS,GREGORY,E,NE,Gregory Haskins
102207,1114920592,MCCLELLAN,JOHN,W,NE,John Mcclellan
102238,1114921525,LUCKASEN,JOHN,R,NE,John Luckasen
102484,1114925823,CODY,CAROLYN,S,NE,Carolyn Cody
102563,1114927167,LAWTON,WILLIAM,J,NE,William Lawton
102715,1114930682,MULLEN RURAL FIRE DISTRICT,,,NE, Mullen Rural Fire District
102756,1114931938,BEUTLER,THOMAS,M,NE,Thomas Beutler
103168,1114942299,DEVINE,JAMES,D,NE,James Devine
103171,1114942323,BROWN,HOWARD,J,NE,Howard Brown
103174,1114942406,HOOGEVEEN,GREGORY,D,NE,Gregory Hoogeveen
103189,1114942653,SULLIVAN,RANDALL,G,NE,Randall Sullivan
103481,1114949930,BLEICHER,JON,J,NE,Jon Bleicher
103654,1114953502,DAVIS,GRACE,B,NE,Grace Davis
103795,1114956364,CHEWAKIN,JODI,E,NE,Jodi Chewakin
103811,1114956695,TAKEUCHI,SEAN,Y,NE,Sean Takeuchi
104317,1114967601,CHAPMAN,CHERYL,M,NE,Cheryl Chapman
104338,1114968013,DILLON COMPANIES INC,,,NE, Dillon Companies Inc
104610,1114974284,WAGONER,JOHN,A,NE,John Wagoner
104668,1114975489,ROUBAL,JULIE,A,NE,Julie Roubal
104678,1114975695,JOHANSSON,SONNY,L,NE,Sonny Johansson
104780,1114977758,YOSTEN,JEFFREY,J,NE,Jeffrey Yosten
104867,1114979861,BARTHOLD,CLAUDIA,,NE,Claudia Barthold
105064,1114983921,SCHUTT,ROBIN,L,NE,Robin Schutt
105065,1114983947,CERVANTES,JOHN,A,NE,John Cervantes
105150,1114985710,CROUSE,BRENT,A,NE,Brent Crouse
105169,1114986007,CANEDY,JAMES,T,NE,James Canedy
105298,1114988839,THOMAS-PETERS,PAMELA,,NE,Pamela Thomas-Peters
105486,1114992674,BRENNER,MICHAEL,,NE,Michael Brenner
105572,1114994449,TIERNEY,DENNIS,P,NE,Dennis Tierney
105835,1114999737,GOWEN,LANCE,M,NE,Lance Gowen
106437,1124011036,NORMAN,LESLIE,,NE,Leslie Norman
106884,1124019963,SCHENARTS,PAUL,J,NE,Paul Schenarts
106954,1124021043,CLAY COUNTY HEALTH DEPARTMENT,,,NE, Clay County Health Department
107073,1124023312,LIND,DIANA,M,NE,Diana Lind
107694,1124036710,WILCOX,JOHN,C,NE,John Wilcox
107785,1124039110,SHUKERT,AVEVA,H,NE,Aveva Shukert
107862,1124040829,TARGET CORPORATION AND SUBSIDIARIES,,,NE, Target Corporation And Subsidiaries
107917,1124042114,FOX,MARIROSE,,NE,Marirose Fox
107937,1124042569,FRANCIS,JESSICA,,NE,Jessica Francis
108021,1124044565,GIBSON,MERLYN,D,NE,Merlyn Gibson
108516,1124056569,TRAN,TONY,,NE,Tony Tran
108556,1124057559,BAKER,CLAIRE,,NE,Claire Baker
108608,1124058607,HELKE,PATRICIA,A,NE,Patricia Helke
109296,1124073309,KANG,DONG KYOO,R,NE,Dong Kyoo Kang
109451,1124076997,GANTI,APAR KISHOR,,NE,Apar Kishor Ganti
109515,1124078316,MCNEILLY,DENNIS,P,NE,Dennis Mcneilly
109521,1124078399,PIQUETTE,CRAIG,A,NE,Craig Piquette
109593,1124079819,FIKSINSKI,EDMUND,O,NE,Edmund Fiksinski
109599,1124079900,SMITH,JOHN,L,NE,John Smith
109667,1124081310,CITY OF STROMSBURG,,,NE, City Of Stromsburg
109929,1124086889,CHANDLER,HOLLY,A,NE,Holly Chandler
110181,1124091921,SIMONSON,JOHN,K,NE,John Simonson
110247,1124093232,HATTAN,MICHAEL,L,NE,Michael Hattan
110275,1124093695,FOLCHERT,KEVIN,J,NE,Kevin Folchert
110529,1124098710,ANDERSON,KIPTON,L,NE,Kipton Anderson
110871,1124110168,WILSON,MARK,V,NE,Mark Wilson
111024,1124115043,VAN WINKLE,JERRY,A,NE,Jerry Van Winkle
111068,1124116504,TYNDALL,KRISTINA,A,NE,Kristina Tyndall
111120,1124118286,EVANS,MONICA,N,NE,Monica Evans
111164,1124119441,LOGGINIDOU,ELENI,,NE,Eleni Logginidou
111166,1124119482,DENELL,NATHAN,P,NE,Nathan Denell
111190,1124120464,KRUGMAN,ROBERT,K,NE,Robert Krugman
111261,1124122122,DUERFELDT,DOROTHY,L,NE,Dorothy Duerfeldt
111472,1124128947,HINZE,TODD,S,NE,Todd Hinze
111581,1124132204,VER HOEF,SHERRI,L,NE,Sherri Ver Hoef
111595,1124132592,MARCUS,VAN,L,NE,Van Marcus
111646,1124133939,FRIGYES,STUART,B,NE,Stuart Frigyes
111693,1124135579,CARRAHER,JAMES,M,NE,James Carraher
111828,1124139670,TORELL,ALAN,G,NE,Alan Torell
111874,1124142443,JAHNKE,KRISTINE,K,NE,Kristine Jahnke
